absorbuoti, absorbúoja, absorbãvo
teršti, ter̃šia, ter̃šė
tęsti, ter̃šia, ter̃šė
tėšti, tešia, tėšė
tęstis, tę̃siasi, tę̃sėsi
testuoti, testuoja, testavo
težti, tę̃žta, tẽžo
tiekti, tiẽkia, tiẽkė
tiesti, tiẽsia, tiesė̃
tikėti, tìki, tikė́jo
tikėtis, tìkisi, tikė́josi
tikinti, tìkina, tìkino
tikrėti, tikrė́ja, tikrėjo
tikrinti, tìkrina, tìkrino
tikrintis, tìkrinasi, tìkrinosi
tiksėti, tìksi, tiksė́jo
tikšti, tỹška, tìško
tikti, tiñka, tìko
tiktis, tinkasi, tikosi
tildyti, tìldo, tìldė
tilpti, tel̃pa, tiplo
tilti, tilsta, tìlo
timptelėti, tìmptelėja, tìmptelėjo
tingėti, tìngi, tingė́jo
tinginiauti, tinginiáuja, tinginiãvo
tingti, tìngsta, tìngo
tinti, tìnsta, tìno
tirpdyti, tir̃pdo, tir̃pdė
tirpti, tir̃psta, tir̃po
tirti, tìria, tỹrė
tižti, tỹžta, tìžo
tmepti, tem̃pia, temptė
tobulėti, tobulė́ja, tobulė́jo
tobulinti, tóbulina, tóbulino
tolti, tõlsta, tõlo
traiškyti, tráiško, tráiškė
trakštelėti, trakštelėja, tràkštelėjo
traktuoti, traktúoja, traktãvo
tramdyti, trámdo, trámdė
trankyti, trañko, trañkė
transliuoti, transliúoja, transliãvo
transportuoti, transportúoja, transportãvo
tratėti, trãta, tratė́jo
traukti, tráukia, tráukė
trauktis, tráukė, tráukėsi
traumuoti, traumúoja, traumãvo
tremti, trẽmia, trė̃mė
treniruoti, trenirúoja, trenirãvo
treniruotis, trenirúojasi, trenirãvosi
trenkti, treñkia, treñkė
trenktis, treñkiasi, treñkėsi
trepsėti, trèpsi, trepsė́jo
tręšti, trę̃šia, trę̃šė
triesti, triedžia, triedė
trigubinti, trigubina, trigubino
trikdyti, trìkdo, trìkdė
trikti, trìnka, trìko
trimituoti, trimitúoja, trimitãvo
trinti, trìna, trynė̃
trintis, trìnasi, trýnėsi
triukšmauti, triumškauja, triukšmãvo
triumfuoti, triumfúoti, triumfúoja
trokšti, trókšta, tróško
troškinti, troškìna, troškìno
trukdyti, trùkdo, trùkdė
trūkti, trùkdo, trùkdė
trukti, truñka, trùko
trumpėti, trumpė́ja, trumpė́jo
trumpinti, trum̃pina, trum̃pino
trupėti, trùpa, trupė́jo
trupinti, trùpina, trùpino
trykšti, trýkšta, trýško
tujinti, tùjina, tùjino
tukti, tuñka, tùko
tūnoti, tū́no, tū́nojo
tuokti, tuõkia, tuõkė
tuoktis, tuõkiasi,  tuõkėsi
tupėti, tùpi, tupė́jo
tūpti, tùpia, tū̃pė
tūptis, tùpiasi, tū̃pėsi
turėti, turì, turė́jo
tursenti, tursẽna, tursẽno
tuštėti, tuštė́ja, tuštė́jo
tušti, tuša, tùšo
tuštinti, tùština, tùštino
tuštintis, tùštinasi, tùštinosi
tūžti, tū́žta, tū́žo
tvaikti, tvaiksta, tvaĩko
tvardyti, tvárdo, tvárdė
tvarkyti, tvar̃ko, tvar̃kė
tvarkytis, tvar̃kosi, tvar̃kėsi
tvarstyti, tvársto, tvárstė
tvenkti, tveñkia, tveñkė
tverti, tvẽria, tvėrė̃
tvertis, tvẽriasi, tvė́rėsi
tvinti, tvìnsta, tvìno
tvirtėti, tvirtė́ja, tvirtė́jo
tvirtinti, tvìrtina, tvìrtino
tvirtintis, tvìrtinasi, tvìrtinosi
tvykstelėti, tvykstelėja, tvýkstelėjo
tvyroti, tvýro, tvýrojo
tyčiotis, týčiojasi, týčiojosi
tykoti, týko, týkojo
tylėti, tỹli, tylė́jo
tyrinėti, tyrinė́ja, tyrinė́jo
tysoti, týso, týsojo
ugdyti, ùgdo, ùgdė
ūkininkauti, ūkininkáuja, ūkininkãvo
ūkti, ū̃kia, ū̃kė
uogauti, uogáuja, uogãvo
uosti, úodžia, úodė
uostyti, úosto, úostė
urgzti, ur̃zgia, ur̃zgė
utilizuoti, utilizúoja, utilizavo
ūžti, ū̃žia, ū̃žė
vadinti, vadìna, vadìno
vadintis, vadìnasi, vadìnosi
vadovauti, vadováuja, vadovãvo
vadovautis, vadováujasi, vadovãvosi
vadžioti, vadžioja, vadžiojo
vagiliauti, vagiliáuja, vagiliãvo
vagoti, vagója, vagójo
vaidinti, vaidìna, vaidìno
vaikščioti, váikščioja, váikščiojo
vaikštinėti, vaikštinė́ja, vaikštinė́jo
vaikyti, vaĩko, vaĩkė
vainikuoti, vainikúoja, vainikãvo
vaipyti, vaipo, vaipė
vairuoti, vairúoja, vairãvo
vaisinti, vaisìna, vaisino
vaišinti, vaisìna, vaisino
vaišintis, vaišìnasi, vaišìnosi
vaizduoti, vaizdúoja, vaizdãvo
vaizduotis, vaizdúoja, vaizdãvo
vakarienauti, vakarieniáuja, vakarieniãvo
vakarieniauti, vakarienauja, vakarieniãvo
valdyti, val̃do, val̃dė
valgydinti, valgydìna, valgydìno
valgyti, válgo, válgė
valioti, valiója, valiójo
valkatauti, valkatáuja, valkatãvo
valyti, vãlo, vãlė
valytis, vãlosi, vãlėsi
vanoti, vanója, vanójo
vardinti, var̃dina, var̃dino
vardyti, var̃dija, var̃dijo
varginti, várgina, várgino
vargintis, várginasi, varginosi
vargti, var̃gsta, var̃go
varinėti, varinė́ja, varinė́jo
varstyti, vársto, várstė
vartoti, vartója, vartójo
vartototi, vartója, vartójo
vartyti, var̃to, var̃tė
vartytis, var̃tosi, var̃tėsi
varvėti, var̃va, varvė́jo
varyti, vãro, varė̃
varžyti, var̃žo, var̃žė
varžytis, var̃žosi, var̃žėsi
vasaroti, vasarója, vasarójo
vaškuoti, vaškuoja, vaškãvo
važinėti, važinė́ja, važinė́jo
važinėtis, važinė́jasi, važinė́josi
važiuoti, važiúoja, važiãvo
veblenti, veblẽna, veblẽno
vėdinti, vėdìna, vėdìno
vedžioti, vedžiója, vedžiójo
veidmaniauti, veidmainiáuja, veidmainiãvo
veikti, veĩkia, veĩkė
veisti, veĩsia, veitė
veistis, veĩsiasi, veĩsėsi
veizėti, veizėja, veizė́jo
vėjuoti, vėjuoja, vėjavo
vėlinti, vė̃lina, vė̃lino
vėlintis, vė̃linasi, vėlinosi
velti, vẽlia, vėlė̃
vėluoti, vėlúoja, vėlãvo
vemti, vẽmia, vė́mė
vengti, véngia, véngė
vergauti, vergáuja, vergãvo
verkšlenti, verkšlẽna, verkšlẽno
verkti, ver̃kia, ver̃kė
verpti, ver̃pia, ver̃pė
versti, ver̃čia, vertė̃
verstis, ver̃čiasi, ver̃tėsi
vertėjauti, vertėjáuja, vertėjãvo
vertėti, vertė́ja, vertė́jo
verti, vẽria, vėrė̃
vertinti, vértina, vértino
vertis, vẽriasi, vė́rėsi
veržtis, ver̃žiasi, ver̃žėsi
vešėti, vešì, vešė́jo
vesti, vẽda, vẽdė
vėsti, vė́sta, vė́so
vestis, vẽdasi, vẽdėsi
vežioti, vežiója, vežiójo
vežiotis, vežiójasi, vežiójosi
vežti, vẽža, vẽžė
vežtis, vẽžasi, vẽžėsi
viduriuoti, viduriúoja, viduriãvo
vienodinti, vienódina, vienódino
vienyti, viẽnija, viẽnijo
vienytis, viẽnijasi, viẽnijosi
viešeti, viẽši, viešė́jo
viešėti, viẽši, viešė́jo
viešinti, viešina, viẽšino
viešpatauti, viešpatáuja, viešpatãvo
vilioti, viliója, viliójo
vilkėti, vil̃ki, vilkė́jo
vilkinti, vìlkina, vìlkino
vilkti, vel̃ka, vil̃ko
vilktis, vel̃kasi, vil̃kosi
vilnyti, vilnìja, vilnìjo
vilti, vìlia, vylė
viltis, vìliasi, výlėsi
vingiuoti, vingiúoja, vingiãvo
virbti, virbsta, vir̃bo
virinti, vìrina, vìrino
virkdyti, vìrkdo, vìrkdė
virpėti, vìrpa, virpė́jo
virškinti, vìrškina, vìrškino
virsti, vir̃sta, vir̃to
viršyti, vir̃šija, vir̃šijo
virti, vérda, vìrė
virtis, vérdasi, vìrėsi
visti, výsta, vìso
vizgėti, vizga, vizgė́jo
vizginti, vìzgina, vìzgino
vogti, vãgia, võgė
vožti, vóžia, vóžė
vykdyti, výkdo, výkdė
vykti, vỹksta, vỹko
vynioti, vyniója, vyniójo
vyniotis, vyniójasi, vyniójosi
vyptelėti, vyptelėja, výptelėjo
vyrauti, výrauja, vyrãvo
vysta, výsta, výto
vysti, výsta, výto
vystyti, výsto, výstė
vystytis, výstosi, výstėsi
vyti, vejà, vìjo
vytis, vẽjasi, vìjosi
žabalti, žabąla, žalabo
žadėti, žãda, žadė́jo
žadinti, žãdina, žãdino
žagsėti, žàgsi, žagsė́jo
žaibuoti, žaibúoja, žaibãvo
žaisti, žaĩdžia, žaĩdė
žaižaruoti, žaižarúoja, žaižarãvo
žalėti, žalėja, žalėjo
žalinti, žalina, žalino
žaliuoti, žaliúoja, žaliãvo
žaloti, žalója, žalójo
žavėti, žãvi, žavė́jo
žavėtis, žãvisi, žavė́josi
žeisti, žeĩdžia, žeĩdė
želti, žẽlia, žė́lė
žemėti, žemė́ja, žemė́jo
žeminti, žeminà, žẽmino
žengti, žeñgia, žeñgė
ženklinti, žénklina, žénklino
žėrėti, žė̃ri, žėrė́jo
žerti, žẽria, žė̃rė
žiaukčioti, žiáukčioja, žiáukčiojo
žibėti, žìba, žibė́jo
žiebti, žiẽbia, žiẽbė
žiemoti, žiemója, žiemójo
žiesti, žiẽdžia, žiẽdė
žindyti, žìndo, žìndė
žingsniuoti, žingsniúoja, žingsniãvo
žinoti, žìno, žinójo
žiojėti, žiõji, žiojė́jo
žioplinėti, žioplinė́ja, žioplinė́jo
žiopsoti, žiõpso, žiopsójo
žioruoti, žiorúoja, žiorãvo
žiovauti, žióvauja, žióvavo
žirti, žỹra, žìro
zirzti, zir̃zia, zir̃zė
žiūrėti, žiūrì, žiūrė́jo
žiūrinėti, žiūrinė́ja, žiūrinė́jo
žlegsėti, žlegsi, žlegsė́jo
žlegtelėti, žiegtelėja, žiegtelėjo
žliaugti, žliaũgia, žliaũgė
žlibti, žlim̃ba, žlibo
žlugdyti, žlùgdo, žlùgdė
žlugti, žluñga, žlùgo
žnybti, žnýbia, žnybė
žodžiuoti, žodžiuoja, žodžiavo
žodžiuotis, žodžiuojasi, žodžiavosi
žongliruoti, žonglirúoja, žonglirãvo
žudyti, žùdo, žùdė
žūti, žū̃va, žùvo
žuvauti, žuváuja, žuvãvo
žvalgyti, žval̃go, žval̃gė
žvalgytis, žval̃gosi, žval̃gėsi
žvangina, žvángina, žvángino
žvarbėti, žvarbà, žvarbėjo
žvarbti, žvar̃bsta, žvar̃bo
žvejoti, žvejója, žvejójo
žvelgti, žvel̃gia, žvel̃gė
žvengti, žvéngia, žvéngė
žviegti, žviẽgia, žviẽgė
žvilgčioti, žvìlgčioja, žvìlgčiojo
žvilgėti, žvìlga, žvilgė́jo
žvilgtelėti, žvìlgtelėja, žvìlgtelėjo
zvimbti, zvim̃bia, zvim̃bė
žvygauti, žvýgauja, žvýgavo
žybėti, žìba, žibė́jo
žybsėti, žýbsi, žybsė́jo
žydėti, žýdi, žydė́jo
žygiuoti, žygiúoja, žygiãvo
žymėti, žỹmi, žymė́jo
žysti, žỹra, žìro
zysti, zỹzia, zỹzė
zyzti, zỹzia, zỹzė
